workload1,idx1,workload2,idx2,w1_Threads,w1_Compute (SM) Throughput,w1_DRAM Throughput,w1_Memory Throughput,w1_Registers,w1_Static Shared Memory,w2_Threads,w2_Compute (SM) Throughput,w2_DRAM Throughput,w2_Memory Throughput,w2_Registers,w2_Static Shared Memory,w1throughput,w2throughput,w1exclusive_throughput,w1sm%,w1mem%,w1memcap,w2exclusive_throughput,w2sm%,w2mem%,w2memcap
bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,46.12889663042825,40.437612519041686,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2
bert-base-cased_batch2-inf,0,albert-base-v2_batch8-train,1,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,2011555.2744192549,48.32407816574221,50.96574818117043,78.11175775979989,42373993.86889671,8963.297179442388,35.36607521346817,18.52814671267193,84.1300191204589,92.5,40.0,1.2,29.67588370763072,97.38028169014083,46.74647887323944,6.6
bert-base-cased_batch2-inf,0,gpt2-xl_batch100-inf,2,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,59703.85028143122,34.166956171194144,43.16222413955438,44.12589122395779,3169894.376506317,2911.0801668674217,70.23309311987981,12.649621301962272,84.1300191204589,92.5,40.0,1.2,41.38216428719222,50.97826086956522,26.782608695652176,7.1
bert-base-cased_batch2-inf,0,gpt2-xl_batch214-inf,3,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,59703.85028143122,34.166956171194144,43.16222413955438,44.12589122395779,3169894.376506317,2911.0801668674217,62.14560182781182,10.13177621715458,84.1300191204589,92.5,40.0,1.2,36.05,72.05833333333334,35.75,11.7
bert-base-cased_batch2-inf,0,vit-base-patch16-224_batch2-inf,4,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,35961.4603913098,67.45085472767737,10.815099777889127,40.24518066467102,3779001.50924272,2914.346235876293,64.01403047243232,60.78178694158076,84.1300191204589,92.5,40.0,1.2,63.42342342342342,29.454545454545453,4.181818181818182,1.6
bert-base-cased_batch2-inf,0,albert-base-v2_batch16-train,6,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,4277649.00888219,50.385998213386,52.11208358723994,82.58865975224239,92390692.05828495,25482.817460549733,34.6710995013061,18.01222257960759,84.1300191204589,92.5,40.0,1.2,31.21636167922497,97.3793103448276,45.672413793103445,12.4
bert-base-cased_batch2-inf,0,bert-base-cased_batch16-inf,8,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,835718.6565414541,77.39705851566664,19.5069773693752,80.25152845506604,33046364.645043664,21136.22413125796,34.45631010679096,61.33205558217536,84.1300191204589,92.5,40.0,1.2,99.82511698255897,97.0,38.0,1.6
bert-base-cased_batch2-inf,0,wav2vec2-base-960h_batch8-inf,9,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,682756.7824714864,62.780644321909016,21.0702801326792,64.2385060757653,27973292.570635416,74003.0752817931,37.05113564268494,40.225960643118746,84.1300191204589,92.5,40.0,1.2,66.49987894439512,18.24,6.6,11.4
bert-base-cased_batch2-inf,0,bert-base-cased_batch8-train,10,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,282529.3614028022,53.30323833870383,33.27643892259864,72.11510146261294,13680331.758935943,5646.101384772973,35.25079978270055,18.224178099922337,84.1300191204589,92.5,40.0,1.2,29.24021138236145,96.7,45.2,4.9
bert-base-cased_batch2-inf,0,vit-base-patch16-224_batch16-inf,11,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,270226.21847462544,71.58411662529359,16.757964890563972,71.13546341295469,13244786.852812832,6611.217845498419,69.37514849132812,72.22767419038273,84.1300191204589,92.5,40.0,1.2,81.32013201320132,29.0,6.026315789473684,5.1
bert-base-cased_batch2-inf,0,bert-base-cased_batch2-train,13,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,190287.54368530755,50.355027213149135,39.03476297296079,70.42541520673052,11074376.322716216,8536.651206481605,36.26878648615079,14.159803496604535,84.1300191204589,92.5,40.0,1.2,23.23807288304677,97.27272727272728,47.76623376623377,3.1
bert-base-cased_batch2-inf,0,vit-base-patch16-224_batch8-inf,14,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,109686.3558871527,80.57405153349794,12.838127168904558,56.01186382090581,8835599.308909625,6234.131132549218,66.46181859565266,69.15287725364287,84.1300191204589,92.5,40.0,1.2,79.59099074202018,27.05555555555556,6.055555555555555,3.1
bert-base-cased_batch2-inf,0,wav2vec2-base-960h_batch2-inf,15,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,433609.84467992425,57.0700600941506,17.092804399867166,53.26075574181553,16058013.73841052,15230.693561487396,38.15247925785588,32.280111455759425,84.1300191204589,92.5,40.0,1.2,17.806821914492676,17.464285714285715,5.428571428571429,3.9
bert-base-cased_batch2-inf,0,albert-base-v2_batch2-train,16,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,411285.4853574395,58.4276542042436,34.26425178992512,68.37910891218571,15451966.342910131,11099.815030370692,35.945097556471964,16.219809439397295,84.1300191204589,92.5,40.0,1.2,25.6782694402656,97.0,43.0,2.3
bert-base-cased_batch2-inf,0,gpt2-xl_batch20-inf,18,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,59703.85028143122,34.166956171194144,43.16222413955438,44.12589122395779,3169894.376506317,2911.0801668674217,80.28448772986481,22.97970126388357,84.1300191204589,92.5,40.0,1.2,43.57,35.166666666666664,20.0,6.8
bert-base-cased_batch2-inf,0,wav2vec2-base-960h_batch16-inf,19,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,1066232.9252346018,68.6390471716567,22.72952780032832,73.44034485927287,36176165.92356199,17844.070755387038,37.55144032921811,41.18404118404119,84.1300191204589,92.5,40.0,1.2,126.2100232814606,21.0,7.98,21.5
bert-base-cased_batch2-inf,0,bert-base-cased_batch8-inf,21,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,321403.49372387805,68.94063933472631,16.380971505511898,69.15212811160453,16463690.915910697,7439.555750717122,37.67255837956392,56.63117134559536,84.1300191204589,92.5,40.0,1.2,98.34844157456848,96.0,38.0,1.4
bert-base-cased_batch2-inf,0,bert-base-cased_batch16-train,22,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,692527.7301330821,62.5482786063805,33.25333145673535,80.83888015236029,27323770.3166314,16724.462236768497,34.79089717621827,19.67510193514983,84.1300191204589,92.5,40.0,1.2,32.58655804480652,97.01724137931036,42.82758620689656,7.4
